,id,guests,bedrooms,beds,baths,cleaning_fee,service_fee,amenities,superhost,lat_lon,narrative,rules,price
177,36868932,3 guests,1 bedroom,1 bed,1 bath,0,$31,Show all 17 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.616956351374851&2d-74.14676205281893&2m2&1d4.709774540021168&2d-73.99106702670258&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._cm7b7&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=32677,"Translate this description to English
New Apartment Fully Furnished. Central Location (Carrera 24 with 72nd Street). It has a privileged view of the city of Bogotá. 2.8 Km from Zone T 1.9 Km from Zone G 0.5 Km from the San Felipe Neighborhood Art District 2.2 Km from El Retiro shopping center 4.1 Km from Simón Bolivar Park 2.8 Km from the Bride and groom's park 2.0 Km from the financial zone 3.8 km from the 93 park
Apartamento Nuevo Totalmente Amoblado. Ubicación Central (Carrera 24 con calle 72). Cuenta con una vista privilegiada de la ciudad de Bogotá.
2.8 Km de la Zona T
1.9 Km de la Zona G
0.5 Km del Art District del Barrio San Felipe
2.2 Km del centro comercial El Retiro
4.1 Km del parque Simón Bolivar
2.8 Km del parque de los Novios
2.0 Km de la zona financiera
3.8 Km del parque de la 93
Contact host","House rules
No smoking, parties, or events
Check-in is anytime after 2PM",$40
178,3950491,8 guests,3 bedrooms,6 beds,3 baths,$38,$69,Show all 34 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.628847125899268&2d-74.12442968686173&2m2&1d4.721663594788581&2d-73.96873754549898&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._qudb95&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=114894,"Comes with furniture, 3 bathrooms, kitchen with laundry room and view to the dining room, the studio is connected with the living room, main room very ample with bathroom and closet, 2nd room with closet and double garage.
Comes with furniture, 3 bathrooms, kitchen with laundry room and view to the dining room, the studio is connected with the living room, main room very ample with bathroom and closet, 2nd room with closet and double garage.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Self check-in with building staff
Read all rules",$83
179,14917812,4 guests,2 bedrooms,2 beds,2 baths,$35,$53,Show all 29 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.625879444073875&2d-74.13383497428424&2m2&1d4.718696442628108&2d-73.9781419444513&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._e474jf&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=87877,"My place is close to restaurants and dining, public transport, nightlife, and family-friendly activities. You’ll love my place because of the people, the ambiance, the outdoors space, the light, and the neighborhood. My place is good for couples, solo adventurers, business travelers, and families.
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Read all rules",$62
180,9009489,2 guests,1 bedroom,2 beds,1 bath,$5,$19,Show all 17 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.613968782465068&2d-74.14087929357561&2m2&1d4.7067871032025215&2d-73.98518404588697&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._k5njlc&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=60246,"Translate this description to English
Independent apartment, bright, warm and quiet, central location, kitchen, large fridge, iron, laundry, large bathroom with tub. It has special glasses that isolate the noise. Fast Wifi 28mb. Hosts attentive to any concerns or requests. Warm, brigth, quiet apartment, central location. It has kitchen with fridge, iron, bath with tub and special Windows that keep the apartment quiet. It has high speed wifi 28mb. It would be a pleasure to host you!
Apartamento independiente, iluminado, cálido y tranquilo, ubicación central, cocina integral, nevera grande, plancha, lavadero, baño amplio con tina. Tiene vidrios especiales que aíslan el ruido. Wifi veloz 28mb. Anfitriones atentos de cualquier inquietud o solicitud.
Warm, brigth, quiet apartment, central location. It has kitchen with fridge, iron, bath with tub and special Windows that keep the apartment quiet. It has high speed wifi 28mb. It would be a pleasure to host you!
Read more about the space
Contact host","House rules
Check-in time is flexible and check out by 12AM (midnight)
Read all rules",$24
181,37656835,3 guests,1 bedroom,1 bed,1 bath,$13,$30,Show all 20 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.6258750240128&2d-74.13376413887181&2m2&1d4.7186919338797235&2d-73.97807125780469&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._4133au&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=114096,"Translate this description to English
Our apartment is located in one of the most exclusive areas of the city of Bogotá. Our guests can find important places of interest such as Parque el Virrey, Parque de la 93, Zona T, as well as being very close to the main and most important commercial centers of the capital such as Andino, El Retiro and Atlantis. It is an ideal and strategic area for guests who come to the capital of Colombia on business, study and tourism.
Nuestro apartamento esta ubicado en una de las zonas mas exclusivas de la ciudad de Bogotá. Nuestros huéspedes pueden encontrar sitios de interés importantes como el Parque el Virrey, Parque de la 93, la Zona T, ademas de estar muy cerca a los principales y mas importantes centros comerciales de la capital como Andino, El Retiro y Atlantis.
Es un area ideal y estratégica para los huéspedes que vienen a ala capital de Colombia en viaje de negocios, estudio y turismo.
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 12PM (noon)",$37
182,17559914,2 guests,1 bedroom,2 beds,1 bath,0,$25,Show all 25 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.548525471992724&2d-74.14785236174049&2m2&1d4.641352522441555&2d-73.99214247066504&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._g4b2e9&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=55358,"Colonial style. Cozy, comfortable, romantic. Conveniently located: restaurants, theaters, bars, etc. A few steps from ""Museo del Oro"" and ""Botero Museum"" The apartment is on the second floor of the house, has a private balcony with view to the west of the city Cozy bedroom with closet. In the living room: windows with view at ""Monserrate"" emblematic mountain and main patio, sofa and hammock. Fitted kitchen, bathroom -hot water- Everything is private and independent.
Colonial style. Cozy, comfortable, romantic. Conveniently located: restaurants, theaters, bars, etc. A few steps from ""Museo del Oro"" and ""Botero Museum""
The apartment is on the second floor of the house, has a private balcony with view to the west of the city
Cozy bedroom with closet. In the living room: windows with view at ""Monserrate"" emblematic mountain and main patio, sofa and hammock. Fitted kitchen, bathroom -hot water-
Everything is private and independent.
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No parties or events
Check-in time is flexible and check out by 11AM
Self check-in with building staff
Read all rules",$32
183,23879133,6 guests,3 bedrooms,3 beds,2 baths,$12,$16,Show all 29 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.6258728467349215&2d-74.20858155749193&2m2&1d4.7186897129153635&2d-74.0528887497054&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._xpf96r&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=53145,"Translate this description to English
Apartment located in the Modelia neighborhood, newly remodeled, very well equipped and with an excellent location (very close to the airport). It is a cozy space of 65 meters that has all the basic services and several additional services that will make you feel at home.
Apartamento ubicado en el barrio Modelia, recién remodelado, muy bien dotado y con excelente ubicación (muy cerca del aeropuerto). Es un espacio acogedor de 65 mts que cuenta con todos los servicios básicos y varios adicionales que te harán sentir como en casa.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Read all rules",$18
184,3583691,3 guests,1 bedroom,1 bed,1 bath,$20,$34,Show all 22 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.602064434522688&2d-74.13306007439638&2m2&1d4.694884211666607&2d-73.97736238370334&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._8b4ccj&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=128395,"cozy apartament in very safe area modern in best location, with washer, doble real bed, doble sofa 1 room, kitchen, bathroom, dinning room.
Located in a exclusive secure area, confotable iluminated.
closed zona g, zona t, mall andino, main street, parks, the best restaurants in town, 24 hours doormen, very good internet wifi, hot water 24 hours... welcome!!!
Read more about the space
Contact host","House rules
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with building staff
Read all rules",$40
185,36108999,2 guests,1 bedroom,1 bed,1 bath,$17,$22,Show all 29 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.6526313656679195&2d-74.11875295268663&2m2&1d4.745444475279056&2d-73.96306644624212&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._vqzcfk&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=96083,"Translate this description to English
Modern apartment with exterior view, loft type, with balcony and 2 private garages. Located next to the Unicentro shopping center, north zone of Bogotá.
Apartamento moderno con vista exterior, tipo loft, con balcón y 2 garajes privados. Ubicado al lado del centro comercial Unicentro, zona norte de Bogotá.
Read more about the space
Contact host","House rules
No pets
No parties or events
Check-in time is flexible and check out by 1PM
Read all rules",$26
186,14004510,2 guests,1 bedroom,1 bed,1 bath,$60,$29,Show all 13 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.596128929318981&2d-74.13990125007638&2m2&1d4.688949774145619&2d-73.98420176843172&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._8fx7cs&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=41688,"Other things to note
Late check out, after 10 am: USD 20.
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with building staff
Read all rules",$27
187,37252248,4 guests,2 bedrooms,2 beds,1.5 baths,$12,$31,Show all 21 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.599106852312252&2d-74.14562694258353&2m2&1d4.6919273682117835&2d-73.98992801268753&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._9d2uoh&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=105187,"Beautiful apartment, perfect location, 15 minutes from downtown, 20 minutes from the airport, 5 min to the restaurants at Zona G, 10 minutes Zona T, Andres carne de res restaurant and Andino shopping mall.
Read more about the space
Contact host","House rules
No parties or events
Check-in is anytime after 2PM and check out by 11AM
Self check-in with building staff
Read all rules",$38
188,30189638,4 guests,1 bedroom,1 bed,1 bath,$16,$13,Show all 32 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.596129710884902&2d-74.14590230009304&2m2&1d4.688950571495607&2d-73.99020279197185&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._8hc3e7&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=15007,"Lovely studio apartments furniture for 4 people in a building with 24/7 concierge. Located in the heart of CHAPINERO the most emblematic & central area in the capital. Fill staying in Central of BOGOTÁ with a and easily accessed by public transport theatres, concert halls, cultural centres, strolls, historic outings, museums, world-class restaurants and…the list is truly endless! PERFECT for couples, families with kits and solo adventures that want to discover Bogotá FROM A PERFECT SPOT
Read more about the space
Contact host","House rules
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Read all rules",$14
189,25782690,2 guests,1 bedroom,1 bed,1 bath,0,$15,Show all 16 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.599097591260669&2d-74.15146604659537&2m2&1d4.691917920250956&2d-73.99576743022453&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._nbqjbo&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=73931,"Translate this description to English
The loft apartment has a room, a living room, kitchen, bathroom and laundry room with everything you need to ensure a good stay. Well lit. excellent location in the heart of Bogota, near recreational, cultural and educational centers. The house is in turn a gallery and art workshop. A living house, with a rustic and rural tone between plants, art and eco-architecture.
el apartaestudio tipo loft cuenta con una habitacion, una sala estar, cocina, baño y cuarto de ropas con todo lo necesario para garantizar una buena estadía. Bien iluminado. excelente ubicación en el corazón de Bogotá, cerca de centros recreativos, culturales y educativos. La casa es a su vez una galería y taller de arte. Una casa viva, con un tono rustico y campestre entre plantas, arte y eco-arquitectura.
Read more about the space
Contact host","House rules
Check-in is anytime after 3PM and check out by 11AM
Read all rules",$19
190,11020843,2 guests,1 bedroom,1 bed,1 bath,$18,$41,Show all 34 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.634802192073522&2d-74.12988854880382&2m2&1d4.727617998245537&2d-73.97419751909592&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._3mvyav&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=47268,"Translate this description to English
Beautiful new apartment, with the best finishes, exterior view of the city very calm has an equipped kitchen, bathroom, tv wi fi. is located in the area of the boy, near the park of 93, a few blocks from the best restaurants and bars.
Hermoso apto nuevo ,con los mejores acabados, vista exterior a la ciudad
muy tranquilo
cuenta con cocina equipada, baño ,tv wi fi.
esta ubicado en la zona del chico , cerca al parque de la 93 , a pocas cuadras de los mejores restaurantes y bares.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with building staff
Read all rules",$50
191,33318989,7 guests,2 bedrooms,3 beds,2 baths,$12,$31,Show all 14 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.602082982542223&2d-74.13335885801098&2m2&1d4.694903133784129&2d-73.97766053979876&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._l2000s&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=23169,"This shinny two bedroom, two bathroom apartment is located in Chapinero Alto (Zona G), one of the best neighborhoods in Bogotá. Fits up to 7 guests comfortably.
Everything you need here, high speed Wi-Fi, fully equipped kitchen, Smartv + Netflix, workspace, this property its your home away from home.
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM",$38
192,26107861,2 guests,1 bedroom,1 bed,1 bath,$29,$19,Show all 22 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.5842260115570586&2d-74.1650516526824&2m2&1d4.677048354051029&2d-74.00934965882158&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._fycyl8&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=85412,"Translate this description to English
Ideal studio for business or for couples. Cozy and eco-sustainable design (solar water heater, use of rainwater in sanitary, efficient lighting), very comfortable bed, spacious and well-lit work space, and well-equipped kitchen. It is strategically located close to Corferias (3 blocks), National University (4 blocks) and US Embassy 15 minutes walking. Less than 20 minutes from the airport by taxi or 30 minutes by public transport.
Apartaestudio ideal para negocios o para pareja. Diseño acogedor y eco-sostenible (calentador solar de agua, aprovechamiento de agua lluvia en sanitario, iluminación eficiente), cama muy confortable, espacio de trabajo amplio y bien ilumininado, y cocina bien dotada. Está ubicado estratégicamente cerca a Corferias (3 cuadras), Universidad Nacional (4 cuadras) y Embajada de EUA a 15 minutos caminando. A menos de 20 minutos del aeropuerto en taxi o 30 en transporte público.
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No smoking, parties, or events
Check-in time is 3PM - 9PM and check out by 12PM (noon)
Read all rules",$20
193,21266144,2 guests,1 bedroom,1 bed,2.5 baths,$15,$35,Show all 25 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.5991064610596375&2d-74.1306495852308&2m2&1d4.691926969062794&2d-73.97495066858033&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._n2g2zv&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=57933,"Translate this description to English
Modern apartment located in Chapinero Alto, one of the most exclusive areas of Bogota. Located in a very quiet residential area but a few steps from the restaurants of the G zone and transports from the 7th race. It is a perfect apartment for couples, adventurers and business travelers. It is fully equipped with all comforts.
Moderno apartamento ubicado en Chapinero alto, uno de los sectores más exclusivos de Bogotá. Situado en una zona residencial muy tranquila pero a unos pasos de los restaurantes de la zona G y transportes de la carrera séptima. Es un apartamento perfecto para parejas, aventureros y viajeros de negocios. Está totalmente dotado con todas las comodidades.
Read more about the space
Contact host","House rules
No pets
No parties or events
Check-in is anytime after 1PM and check out by 11AM",$43
194,36701486,4 guests,2 bedrooms,1 bed,1 bath,$14,$19,Show all 18 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.602068419383701&2d-74.14510102094897&2m2&1d4.694888276898922&2d-73.98940319543959&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._qb2m8n&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=104015,"Renovated and charming loft fully designed for people looking for unique spaces during their stay in the capital.
Apartment with unique and fresh style. In every corner of the space you will enjoy colors and pleasant details, so you can have a very special experience.
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in time is 3PM - 11PM and check out by 12PM (noon)
Read all rules",$23
195,37886113,2 guests,1 bedroom,1 bed,1 bath,$7,$12,Show all 10 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.590176047191336&2d-74.1554468263148&2m2&1d4.682997611094096&2d-73.99675189448106&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._o53nwl&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=66568,"Translate this description to English
Comfortable and beautiful studio apartment in a single environment in a modern and quiet building. Located in excellent area of the city. The space has a seating area, work-desk, small dining room, closet and large sofa bed (double bed). Electric kitchen equipped with pots and full kitchen utensils, as well as microwave oven, washing machine and refrigerator. A bath with hot water. It is a cozy space, delivered for the exclusive use of the guest.
Cómodo y lindo apartaestudio de un solo ambiente en moderno y tranquilo edificio. Ubicado en excelente zona de la ciudad. El espacio cuenta con una zona de estar, escritorio apto para trabajo, comedor pequeño, closet y amplio sofá cama (cama matrimonial). Cocina eléctrica dotada con ollas y menaje completo de cocina, así como horno microondas, lavadora y nevera. Un baño con agua caliente.
Es un espacio acogedor, se entrega para uso exclusivo del huésped.
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets - Espacio muy pequeño.
No smoking, parties, or events
Check-in time is 5PM - 10PM and check out by 12PM (noon)
Read all rules",$14
196,22925134,3 guests,1 bedroom,1 bed,2 baths,$20,$67,Show all 21 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.605047767140413&2d-74.13587952821626&2m2&1d4.697867325515805&2d-73.98018220448978&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._nxpgrj&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=78959,"Translate this description to English
Duplex apartment of 130 square meters, with great design and an excellent location; ideal to know the best of Bogota, just steps from the excellent restaurants in the G area, financial centers, district design, the best area of Bogotá for your vacation or business trip.
Duplex apartment of 130 square meters, with great design and an excellent location; ideal to know the best of Bogota, just steps from the excellent restaurants in the G area, financial centers,
district design, the best area of Bogotá for your vacation or business trip.
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No parties or events
Check-in is anytime after 2PM and check out by 10AM
Read all rules",$83
197,36316948,4 guests,1 bedroom,1 bed,1 bath,$14,$16,Show all 18 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.5931522123549815&2d-74.15216071640884&2m2&1d4.685973410909743&2d-73.9964606414137&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._2c1alp&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=112159,"New Studio located in the sector of Chapinero. Do you want a unique experience in the Capital? This place is ideal for your visit to Bogotá. It will provide comfort, privacy and an easy mobility, from its excellent location in the city. You will have easy and fast access to SuperMarkets, Malls centers and the most nice places in Bogotá such as T zone, G zone and the center of the city. Chapinero is a neighborhood that offers to their visitors a great variety of commerce and diversity.
New Studio located in the sector of Chapinero.
Do you want a unique experience in the Capital? This place is ideal for your visit to Bogotá. It will provide comfort, privacy and an easy mobility, from its excellent location in the city.
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Read all rules",$18
198,1918774,8 guests,3 bedrooms,3 beds,2.5 baths,$30,$73,Show all 25 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.613964383263781&2d-74.12583792113008&2m2&1d4.706782615503351&2d-73.97014282188951&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._tglqmb&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=85556,"Easy access. Close to major shopping centers . 10 minutes walk to the Zona Rosa , T and G zone area (Entertainment , Fashion , Food , trendy bars, Clubs etc ) . Ideal for families or groups. Spacious. Bright and excellent view.
Easy access. Close to major shopping centers . 10 minutes walk to the Zona Rosa , T and G zone area (Entertainment , Fashion , Food , trendy bars, Clubs etc ) .
Ideal for families or groups.
Spacious. Bright and excellent view.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Read all rules",$89
199,33749029,3 guests,1 bedroom,1 bed,1 bath,$9,$32,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.628847258028658&2d-74.13640812163493&2m2&1d4.721663729567396&2d-73.98071597582805&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._p0zj1a&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=87507,"Translate this description to English
Excellent apt with capacity for 2 people, in the best area of Bogota as it is the park the Viceroy, there you can do sport, walking, sunbathing, the sector is very quiet, is located 10 minutes from the area T Bogotá, where you will find the best restaurants and nightclubs in the city, 10 minutes away is Parque 93, a sector full of restaurants, coffee, ice cream, bars and many places of interest, recommended for families, executives, long trips.
Excelente Apto con capacidad para 2 personas, en la mejor zona de Bogota como lo es el parque el Virrey, allí podrás hacer deporte, caminar, tomar el sol, el sector es muy tranquilo, se encuentra ubicado a 10 minutos de la zona T de Bogotá, donde encontrará los mejores restaurantes y discotecas de la ciudad, a 10 minutos esta el parque 93 un sector lleno de restaurantes, café, helados, bares y muchos sitios de enteres, recomendado para familias, ejecutivos, viajes largos.
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 11PM and check out by 11AM
Read all rules",$40
200,32286300,8 guests,4 bedrooms,4 beds,3.5 baths,0,$248,Show all 21 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.622898858738669&2d-74.12506933017698&2m2&1d4.7157161285708575&2d-73.96937584529718&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._j7nu4q&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=19015,"Prime Location Spacious High End Apartment at the Heart of Bogota. The apartment is walking distance from Andino Shopping Mall and Zona Rosa where the best restaurants, shopping and nightlife of the city is situated. We include daily cleaning service and all linen and kitchen amenities.
Read more about the space
Contact host","House rules
No smoking
Self check-in with building staff
Read all rules",$320
201,20093916,5 guests,2 bedrooms,3 beds,2 baths,$17,$25,Show all 26 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.605058359391686&2d-74.18994540247542&2m2&1d4.69787813126499&2d-74.0342477206234&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._785lw&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=102075,"Translate this description to English
Apartment located in Ciudad Salitre within Residential Club House, 1st floor, excellent lighting, beautiful, well decorated, nice, suitable for both business trips and holidays in Bogota, near the airport, the transport terminal and the shopping center Salitre Plaza. Very safe area, you can walk to the shopping center, it is 2 blocks away.
Apartamento ubicado en Ciudad Salitre dentro de Conjunto Residencial Santa Mónica Club House. Excelente ubicación: a 10 minutos del aeropuerto en taxi, puede ir caminando desde el terminar de transportes. Sector seguro y cerca al Centro Comercial Salitre Plaza. Cuenta con todo lo necesario para una perfecta estadía de negocios o vacaciones. Muebles nuevos, excelentes camas, sábanas, toallas. Cuenta con nevera, lavadora, licuadora y menaje completo en cocina.
Read more about the space
Contact host","House rules
No pets
Check-in is anytime after 1PM and check out by 11AM
Read all rules",$29
202,39052415,4 guests,2 bedrooms,3 beds,1.5 baths,0,$26,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.68238169624017&2d-74.10976758870152&2m2&1d4.775191052111937&2d-73.95408737885208&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._u21r03&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=73312,"Translate this description to English
very well located, near bus stops 10 minutes by transport from the unicentro shopping center 5 minutes walk from home center and 5 minutes from very good bars and restaurants of 140 ... near very quiet area building with few apartments, private garage Wifi 24 hours, north zone of Bogota, near gyms, near the forest university, we also have an airport shuttle. Ideal for spending your work, study or vacation days.
muy bien ubicado, cerca paradas de autobús a 10 minutos en transporte del centro comercial unicentro a 5 minutos andando de home center y a 5 minutos de muy buenos bares y restaurantes de la 140... cerca zona muy tranquila edificio de pocos apartamentos , garaje privado wifi 24 horas,zona norte de bogota , cerca de gimnasios, cerca de la universidad el bosque, también tenemos servicio de transporte al aeropuerto.
ideal para pasar tus días de trabajo, estudio o vacaciones.
Read more about the space
Contact host","House rules
No pets
No parties or events
Check-in is anytime after 1PM and check out by 12PM (noon)",$33
203,18102188,3 guests,1 bedroom,1 bed,1.5 baths,$30,$34,Show all 23 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.655620593166097&2d-74.10670155758669&2m2&1d4.7484336082067085&2d-73.95101520977659&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._w67u4g&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=117815,"Ideal location, few blocks from Usaquen (wide gastronomy offer), 5´ walking distance from Teleport, Santa Barbara and Unicentro (Colombia´s biggest shopping centers). Great for couples, business travelers (same area of Hotel La Fontana, Hotel Sonesta) and healthcare (Clínica Reina Sofia & Santa Fe). Wifi and Cable TV. Laptop friendly workspace. Gym & rooftop. Gas fireplace. Supermarkets and drug stores nearby. Early check-in and late check-out possible upon request (small fee to be charged).
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with lockbox
Read all rules",$39
